,,,,,,,,,,,,,,,,,,
Index,Order ID,Order Date,Ship Mode,Customer ID,Customer Name,Origin Channel,Country/Region,City,State,Postal Code,Region,Category,Sub-Category,Product ID,Sales,Quantity,Discount,Profit
6081,CA-2020-154676,5/8/2020,First Class,NZ-18565,Nick Zandusky,Facebook,United States,Houston,Texas,77070,Central,Power Muesli,Steel Cut,OFF-ST-10001172,151.056,9,0.2,7.5528
6095,CA-2020-100111,20/9/2020,Standard Class,SV-20365,Seth Vernon,Email,United States,New York City,New York,10035,East,Power Muesli,Steel Cut,OFF-ST-10000615,45.4,4,0,12.712
6123,CA-2020-152660,4/12/2020,Standard Class,CB-12415,Christy Brittain,Email,United States,Chicago,Illinois,60610,Central,Power Muesli,Steel Cut,OFF-ST-10000532,61.568,2,0.2,4.6176
6140,US-2018-113593,18/4/2018,First Class,NC-18415,Nathan Cano,Email,United States,Santa Maria,California,93454,West,Power Muesli,Steel Cut,OFF-ST-10000532,115.44,3,0,30.0144
6142,CA-2020-121083,9/7/2020,Standard Class,JF-15190,Jamie Frazer,Email,United States,Manchester,Connecticut,6040,East,Power Muesli,Steel Cut,OFF-ST-10002554,195.64,4,0,3.9128
6153,CA-2020-139437,3/7/2020,Standard Class,RD-19585,Rob Dowd,Email,United States,Los Angeles,California,90004,West,Power Muesli,Steel Cut,OFF-ST-10002485,87.92,4,0,0.8792
6155,CA-2020-151484,20/4/2020,First Class,CV-12805,Cynthia Voltz,Sales,United States,Philadelphia,Pennsylvania,19120,East,Power Muesli,Steel Cut,OFF-ST-10002370,51.336,3,0.2,5.7753
6156,CA-2020-151484,20/4/2020,First Class,CV-12805,Cynthia Voltz,Sales,United States,Philadelphia,Pennsylvania,19120,East,Power Muesli,Steel Cut,OFF-ST-10000142,332.704,1,0.2,33.2704
6160,CA-2019-161025,3/12/2019,Standard Class,GM-14440,Gary McGarr,Email,United States,Los Angeles,California,90049,West,Power Muesli,Steel Cut,OFF-ST-10001932,772.68,4,0,108.1752
6163,CA-2017-103989,19/3/2017,First Class,MC-17605,Matt Connell,Sales,United States,Lakeland,Florida,33801,South,Power Muesli,Steel Cut,OFF-ST-10000918,26.16,3,0.2,1.962
6175,US-2017-106299,2/8/2017,Standard Class,NZ-18565,Nick Zandusky,Facebook,United States,Springfield,Missouri,65807,Central,Power Muesli,Steel Cut,OFF-ST-10002011,838.38,2,0,226.3626
6177,CA-2018-158421,21/9/2018,Standard Class,GB-14575,Giulietta Baptist,Email,United States,Columbia,South Carolina,29203,South,Power Muesli,Steel Cut,OFF-ST-10002444,85.96,7,0,24.0688
6180,CA-2018-158421,21/9/2018,Standard Class,GB-14575,Giulietta Baptist,Email,United States,Columbia,South Carolina,29203,South,Power Muesli,Steel Cut,OFF-ST-10000563,63.96,2,0,6.396
6184,CA-2018-158421,21/9/2018,Standard Class,GB-14575,Giulietta Baptist,Email,United States,Columbia,South Carolina,29203,South,Power Muesli,Steel Cut,OFF-ST-10004186,887.84,8,0,17.7568
6187,CA-2018-138954,15/11/2018,First Class,MH-17785,Maya Herman,Sales,United States,New York City,New York,10035,East,Power Muesli,Steel Cut,OFF-ST-10003058,70.95,3,0,20.5755
6192,CA-2020-107986,13/12/2020,First Class,MW-18220,Mitch Webber,Email,United States,Seattle,Washington,98103,West,Power Muesli,Steel Cut,OFF-ST-10001325,31.44,3,0,8.4888
6197,CA-2020-113453,21/10/2020,Standard Class,CM-12160,Charles McCrossin,Email,United States,Philadelphia,Pennsylvania,19143,East,Power Muesli,Steel Cut,OFF-ST-10000352,71.376,3,0.2,-4.461
6209,CA-2020-148138,29/9/2020,Standard Class,ME-18010,Michelle Ellison,Sales,United States,Marion,Ohio,43302,East,Power Muesli,Steel Cut,OFF-ST-10000563,51.168,2,0.2,-6.396
6211,CA-2020-119809,18/8/2020,Standard Class,YS-21880,Yana Sorensen,Sales,United States,Seattle,Washington,98103,West,Power Muesli,Steel Cut,OFF-ST-10003306,1000.02,7,0,290.0058
6221,CA-2019-160220,20/10/2019,Standard Class,JS-16030,Joy Smith,Email,United States,Trenton,Michigan,48183,Central,Power Muesli,Steel Cut,OFF-ST-10000617,20.86,7,0,1.4602
6225,CA-2020-140627,23/12/2020,Standard Class,DK-12985,Darren Koutras,Email,United States,Hendersonville,Tennessee,37075,South,Power Muesli,Steel Cut,OFF-ST-10004123,218.352,3,0.2,-54.588
6240,CA-2018-134075,12/12/2018,Standard Class,HA-14905,Helen Abelman,Email,United States,San Jose,California,95123,West,Power Muesli,Steel Cut,OFF-ST-10001496,360.38,2,0,93.6988
6278,US-2019-139087,17/7/2019,Second Class,DK-13375,Dennis Kane,Email,United States,Seattle,Washington,98105,West,Power Muesli,Steel Cut,OFF-ST-10000604,69.52,2,0,17.38
6283,CA-2018-116484,20/11/2018,Standard Class,JK-15205,Jamie Kunitz,Email,United States,Marion,Ohio,43302,East,Power Muesli,Steel Cut,OFF-ST-10003994,141.552,3,0.2,-26.541
6297,CA-2017-141313,28/12/2017,Standard Class,AJ-10780,Anthony Jacobs,Sales,United States,Beverly,Massachusetts,1915,East,Power Muesli,Steel Cut,OFF-ST-10000689,704.25,5,0,84.51
6313,CA-2020-120019,16/2/2020,Standard Class,NG-18355,Nat Gilpin,Sales,United States,Fairfield,Connecticut,6824,East,Power Muesli,Steel Cut,OFF-ST-10001932,579.51,3,0,81.1314
6327,CA-2017-167927,20/1/2017,Standard Class,XP-21865,Xylona Preis,Email,United States,Westland,Michigan,48185,Central,Power Muesli,Steel Cut,OFF-ST-10000760,13.98,1,0,4.0542
6331,CA-2017-167927,20/1/2017,Standard Class,XP-21865,Xylona Preis,Email,United States,Westland,Michigan,48185,Central,Power Muesli,Steel Cut,OFF-ST-10003123,66.58,2,0,15.9792
6342,US-2019-105830,31/12/2019,First Class,DB-13660,Duane Benoit,Email,United States,Lancaster,Ohio,43130,East,Power Muesli,Steel Cut,OFF-ST-10002554,156.512,4,0.2,-35.2152
6349,CA-2018-104486,1/5/2018,Standard Class,PO-18850,Patrick O'Brill,Email,United States,San Francisco,California,94109,West,Power Muesli,Steel Cut,OFF-ST-10000876,37.32,3,0,10.4496
6356,CA-2017-110611,6/10/2017,Standard Class,JD-16015,Joy Daniels,Email,United States,Philadelphia,Pennsylvania,19120,East,Power Muesli,Steel Cut,OFF-ST-10000642,83.92,5,0.2,-13.637
6376,CA-2017-107811,29/4/2017,Standard Class,LA-16780,Laura Armstrong,Sales,United States,Memphis,Tennessee,38109,South,Power Muesli,Steel Cut,OFF-ST-10000798,99.92,5,0.2,-1.249
6380,CA-2020-150623,10/4/2020,Standard Class,DB-13360,Dennis Bolton,Facebook,United States,Waterbury,Connecticut,6708,East,Power Muesli,Steel Cut,OFF-ST-10003692,286.15,5,0,71.5375
6389,CA-2017-134103,30/1/2017,Standard Class,MV-18190,Mike Vittorini,Email,United States,Detroit,Michigan,48234,Central,Power Muesli,Steel Cut,OFF-ST-10000991,229.94,2,0,6.8982
6396,CA-2019-129126,14/12/2019,Standard Class,PK-19075,Pete Kriz,Email,United States,New York City,New York,10011,East,Power Muesli,Steel Cut,OFF-ST-10004507,17.15,1,0,4.6305
6407,CA-2020-154074,31/8/2020,Second Class,BW-11110,Bart Watters,Sales,United States,Spokane,Washington,99207,West,Power Muesli,Steel Cut,OFF-ST-10002370,149.73,7,0,43.4217
6422,CA-2019-140130,31/10/2019,Standard Class,HW-14935,Helen Wasserman,Sales,United States,Tulsa,Oklahoma,74133,Central,Power Muesli,Steel Cut,OFF-ST-10001128,332.94,3,0,9.9882
6430,CA-2017-165764,3/11/2017,Standard Class,SH-20395,Shahid Hopkins,Email,United States,Jacksonville,North Carolina,28540,South,Power Muesli,Steel Cut,OFF-ST-10001558,25.984,2,0.2,-1.624
6437,US-2020-116897,27/5/2020,First Class,JG-15160,James Galang,Email,United States,Pocatello,Idaho,83201,West,Power Muesli,Steel Cut,OFF-ST-10000025,477.15,5,0,28.629
6442,CA-2019-101161,13/10/2019,Standard Class,BW-11110,Bart Watters,Sales,United States,New York City,New York,10024,East,Power Muesli,Steel Cut,OFF-ST-10003123,99.87,3,0,23.9688
6449,US-2020-119816,4/3/2020,Second Class,TT-21460,Tonja Turnell,Facebook,United States,Houston,Texas,77095,Central,Power Muesli,Steel Cut,OFF-ST-10000918,8.72,1,0.2,0.654
6455,CA-2020-161102,31/7/2020,First Class,EC-14050,Erin Creighton,Email,United States,San Francisco,California,94110,West,Power Muesli,Steel Cut,OFF-ST-10003442,56.56,2,0,15.2712
6466,CA-2018-114503,13/11/2018,Standard Class,AA-10375,Allen Armold,Email,United States,Lebanon,Tennessee,37087,South,Power Muesli,Steel Cut,OFF-ST-10003572,84.96,6,0.2,6.372
6468,CA-2019-163804,2/12/2019,Standard Class,DB-13270,Deborah Brumfield,Facebook,United States,Providence,Rhode Island,2908,East,Power Muesli,Steel Cut,OFF-ST-10000142,2079.4,5,0,582.232
6493,CA-2019-113845,20/11/2019,Standard Class,FA-14230,Frank Atkinson,Sales,United States,Orlando,Florida,32839,South,Power Muesli,Steel Cut,OFF-ST-10003327,39.72,5,0.2,4.4685
6505,CA-2020-128265,17/11/2020,Second Class,VW-21775,Victoria Wilson,Sales,United States,New York City,New York,10011,East,Power Muesli,Steel Cut,OFF-ST-10000142,1247.64,3,0,349.3392
6529,CA-2017-146864,22/12/2017,Standard Class,BT-11530,Bradley Talbott,Facebook,United States,New York City,New York,10024,East,Power Muesli,Steel Cut,OFF-ST-10004946,216.4,4,0,56.264
6538,CA-2017-169684,20/10/2017,First Class,FH-14365,Fred Hopkins,Sales,United States,Knoxville,Tennessee,37918,South,Power Muesli,Steel Cut,OFF-ST-10000934,98.352,3,0.2,-24.588
6544,US-2020-107888,16/11/2020,First Class,CC-12220,Chris Cortes,Email,United States,Seattle,Washington,98103,West,Power Muesli,Steel Cut,OFF-ST-10003123,33.29,1,0,7.9896
6553,CA-2020-161578,16/12/2020,Second Class,RB-19465,Rick Bensley,Facebook,United States,Los Angeles,California,90036,West,Power Muesli,Steel Cut,OFF-ST-10002289,158.9,5,0,7.945
6555,CA-2017-137092,20/10/2017,Second Class,LS-16975,Lindsay Shagiari,Facebook,United States,Chicago,Illinois,60653,Central,Power Muesli,Steel Cut,OFF-ST-10003805,505.32,3,0.2,31.5825
6574,CA-2019-160535,25/11/2019,Standard Class,BP-11050,Barry Pond,Sales,United States,Plainfield,New Jersey,7060,East,Power Muesli,Steel Cut,OFF-ST-10000689,563.4,4,0,67.608
6604,CA-2020-146346,17/6/2020,First Class,RA-19945,Ryan Akin,Email,United States,Commerce City,Colorado,80022,West,Power Muesli,Steel Cut,OFF-ST-10001418,146.352,3,0.2,-32.9292
6610,US-2018-118906,10/3/2018,First Class,KB-16585,Ken Black,Sales,United States,Clinton,Maryland,20735,East,Power Muesli,Steel Cut,OFF-ST-10002406,89.82,6,0,25.1496
6657,CA-2020-135937,20/2/2020,Standard Class,KM-16375,Katherine Murray,Facebook,United States,Gilbert,Arizona,85234,West,Power Muesli,Steel Cut,OFF-ST-10000563,51.168,2,0.2,-6.396
6680,CA-2020-145037,2/9/2020,Second Class,TB-21055,Ted Butterfield,Email,United States,Meriden,Connecticut,6450,East,Power Muesli,Steel Cut,OFF-ST-10000918,10.9,1,0,2.834
6685,US-2018-129637,17/12/2018,Standard Class,MC-18100,Mick Crebagga,Email,United States,Bloomington,Illinois,61701,Central,Power Muesli,Steel Cut,OFF-ST-10003716,180.016,1,0.2,-15.7514
6688,CA-2018-165162,14/5/2018,Standard Class,HG-15025,Hunter Glantz,Email,United States,Los Angeles,California,90032,West,Power Muesli,Steel Cut,OFF-ST-10003470,1117.92,4,0,55.896
6737,CA-2019-123358,10/4/2019,Standard Class,BT-11680,Brian Thompson,Email,United States,San Francisco,California,94122,West,Power Muesli,Steel Cut,OFF-ST-10001932,579.51,3,0,81.1314
6738,CA-2019-123358,10/4/2019,Standard Class,BT-11680,Brian Thompson,Email,United States,San Francisco,California,94122,West,Power Muesli,Steel Cut,OFF-ST-10000636,150.66,9,0,6.0264
6740,CA-2017-144029,26/5/2017,Standard Class,MM-18055,Michelle Moray,Email,United States,Chicago,Illinois,60623,Central,Power Muesli,Steel Cut,OFF-ST-10001837,102.624,3,0.2,7.6968
6759,CA-2020-124205,15/9/2020,Standard Class,TC-21145,Theresa Coyne,Sales,United States,Lakewood,New Jersey,8701,East,Power Muesli,Steel Cut,OFF-ST-10000934,81.96,2,0,0
6761,CA-2020-100636,26/6/2020,Standard Class,DO-13435,Denny Ordway,Email,United States,New York City,New York,10035,East,Power Muesli,Steel Cut,OFF-ST-10004123,272.94,3,0,0
6764,CA-2019-144764,2/9/2019,Standard Class,RL-19615,Rob Lucas,Email,United States,Chicago,Illinois,60623,Central,Power Muesli,Steel Cut,OFF-ST-10002485,35.168,2,0.2,-8.3524
6777,US-2019-152373,5/9/2019,Standard Class,PT-19090,Pete Takahito,Email,United States,San Antonio,Texas,78207,Central,Power Muesli,Steel Cut,OFF-ST-10003479,93.456,3,0.2,-17.523
6786,CA-2020-121293,25/7/2020,Second Class,JC-15775,John Castell,Email,United States,Philadelphia,Pennsylvania,19143,East,Power Muesli,Steel Cut,OFF-ST-10000060,259.92,5,0.2,-25.992
6794,CA-2018-145394,16/11/2018,Standard Class,MC-17605,Matt Connell,Sales,United States,Chicago,Illinois,60610,Central,Power Muesli,Steel Cut,OFF-ST-10000344,21.488,2,0.2,1.6116
6826,CA-2019-118689,2/10/2019,Standard Class,TC-20980,Tamara Chand,Sales,United States,Lafayette,Indiana,47905,Central,Power Muesli,Steel Cut,OFF-ST-10001558,32.48,2,0,4.872
6844,CA-2019-123946,12/9/2019,Standard Class,AJ-10795,Anthony Johnson,Sales,United States,Springfield,Virginia,22153,South,Power Muesli,Steel Cut,OFF-ST-10000419,67.9,5,0,0.679
6853,US-2020-162670,23/12/2020,Second Class,MF-18250,Monica Federle,Sales,United States,Little Rock,Arkansas,72209,South,Power Muesli,Steel Cut,OFF-ST-10001328,62.04,4,0,17.3712
6855,US-2020-162670,23/12/2020,Second Class,MF-18250,Monica Federle,Sales,United States,Little Rock,Arkansas,72209,South,Power Muesli,Steel Cut,OFF-ST-10001522,367.96,4,0,14.7184
6883,CA-2018-137113,1/12/2018,Second Class,TW-21025,Tamara Willingham,Facebook,United States,Seattle,Washington,98105,West,Power Muesli,Steel Cut,OFF-ST-10002554,146.73,3,0,2.9346
6905,CA-2020-111220,2/9/2020,Standard Class,JS-15595,Jill Stevenson,Sales,United States,Chicago,Illinois,60653,Central,Power Muesli,Steel Cut,OFF-ST-10003994,235.92,5,0.2,-44.235
6906,US-2020-149006,6/12/2020,Second Class,BN-11470,Brad Norvell,Sales,United States,Brentwood,California,94513,West,Power Muesli,Steel Cut,OFF-ST-10003221,10.68,1,0,2.8836
6912,CA-2020-168942,1/8/2020,Second Class,EM-13960,Eric Murdock,Email,United States,San Francisco,California,94109,West,Power Muesli,Steel Cut,OFF-ST-10004340,186.54,3,0,50.3658
6915,CA-2017-142510,22/12/2017,Standard Class,NP-18700,Nora Preis,Email,United States,Chicago,Illinois,60623,Central,Power Muesli,Steel Cut,OFF-ST-10000585,132.16,1,0.2,9.912
6928,CA-2019-140382,23/6/2019,Second Class,RD-19900,Ruben Dartt,Email,United States,San Francisco,California,94109,West,Power Muesli,Steel Cut,OFF-ST-10003638,93.68,4,0,25.2936
6942,CA-2020-107132,26/6/2020,Standard Class,SC-20260,Scott Cohen,Sales,United States,New York City,New York,10009,East,Power Muesli,Steel Cut,OFF-ST-10001490,713.88,4,0,214.164
6948,CA-2018-130365,25/4/2018,Standard Class,ZC-21910,Zuschuss Carroll,Email,United States,Aurora,Illinois,60505,Central,Power Muesli,Steel Cut,OFF-ST-10002574,221.024,2,0.2,-55.256
6959,CA-2018-167255,27/9/2018,Second Class,RH-19510,Rick Huthwaite,Facebook,United States,San Francisco,California,94110,West,Power Muesli,Steel Cut,OFF-ST-10001328,15.51,1,0,4.3428
6971,CA-2020-153822,19/9/2020,Standard Class,AB-10105,Adrian Barton,Email,United States,Phoenix,Arizona,85023,West,Power Muesli,Steel Cut,OFF-ST-10000321,12.624,2,0.2,-2.5248
7030,CA-2019-145548,11/11/2019,Standard Class,EB-13750,Edward Becker,Sales,United States,New York City,New York,10011,East,Power Muesli,Steel Cut,OFF-ST-10002562,28.14,3,0,7.8792
7040,CA-2020-103443,17/12/2020,Standard Class,AT-10735,Annie Thurman,Email,United States,New York City,New York,10009,East,Power Muesli,Steel Cut,OFF-ST-10002276,166.72,2,0,41.68
7059,CA-2019-165330,11/12/2019,First Class,WB-21850,William Brown,Email,United States,Anaheim,California,92804,West,Power Muesli,Steel Cut,OFF-ST-10000636,50.22,3,0,2.0088
7066,CA-2017-106726,6/12/2017,First Class,RS-19765,Roland Schwarz,Sales,United States,Los Angeles,California,90008,West,Power Muesli,Steel Cut,OFF-ST-10001496,1261.33,7,0,327.9458
7088,US-2020-143175,3/8/2020,Second Class,GA-14515,George Ashbrook,Email,United States,Los Angeles,California,90004,West,Power Muesli,Steel Cut,OFF-ST-10003123,99.87,3,0,23.9688
7104,CA-2020-147410,4/9/2020,Standard Class,EJ-14155,Eva Jacobs,Email,United States,Santa Ana,California,92704,West,Power Muesli,Steel Cut,OFF-ST-10003805,421.1,2,0,105.275
7110,CA-2019-109666,19/4/2019,Standard Class,KM-16720,Kunst Miller,Email,United States,New York City,New York,10035,East,Power Muesli,Steel Cut,OFF-ST-10000991,459.88,4,0,13.7964
7138,CA-2018-163965,20/11/2018,Standard Class,SS-20875,Sung Shariari,Email,United States,Miami,Florida,33180,South,Power Muesli,Steel Cut,OFF-ST-10000918,17.44,2,0.2,1.308
7147,US-2020-141558,11/3/2020,Standard Class,MH-17290,Marc Harrigan,Facebook,United States,Philadelphia,Pennsylvania,19140,East,Power Muesli,Steel Cut,OFF-ST-10004946,43.28,1,0.2,3.246
7158,CA-2019-131380,28/3/2019,Second Class,CC-12220,Chris Cortes,Email,United States,Los Angeles,California,90032,West,Power Muesli,Steel Cut,OFF-ST-10002485,87.92,4,0,0.8792
7166,CA-2019-158610,19/9/2019,First Class,CK-12595,Clytie Kelty,Email,United States,Providence,Rhode Island,2908,East,Power Muesli,Steel Cut,OFF-ST-10000604,69.52,2,0,17.38
7169,CA-2017-117464,22/7/2017,Second Class,NP-18325,Naresj Patel,Email,United States,San Francisco,California,94122,West,Power Muesli,Steel Cut,OFF-ST-10003058,236.5,10,0,68.585
7177,US-2020-141677,26/3/2020,Standard Class,HK-14890,Heather Kirkland,Sales,United States,Houston,Texas,77070,Central,Power Muesli,Steel Cut,OFF-ST-10000344,32.232,3,0.2,2.4174
7194,CA-2019-110492,12/2/2019,First Class,JS-15880,John Stevenson,Email,United States,Atlanta,Georgia,30318,South,Power Muesli,Steel Cut,OFF-ST-10003716,1350.12,6,0,175.5156
7246,CA-2020-145807,9/2/2020,Standard Class,SB-20170,Sarah Bern,Email,United States,Los Angeles,California,90032,West,Power Muesli,Steel Cut,OFF-ST-10001370,354.9,5,0,17.745
7249,US-2017-127978,3/3/2017,Standard Class,JS-15595,Jill Stevenson,Sales,United States,Columbus,Ohio,43229,East,Power Muesli,Steel Cut,OFF-ST-10002486,44.672,8,0.2,-10.0512
7256,CA-2019-152730,30/5/2019,Standard Class,EM-14140,Eugene Moren,Facebook,United States,Superior,Wisconsin,54880,Central,Power Muesli,Steel Cut,OFF-ST-10000876,49.76,4,0,13.9328
7268,CA-2020-122987,16/8/2020,First Class,SJ-20215,Sarah Jordon,Email,United States,Columbia,Tennessee,38401,South,Power Muesli,Steel Cut,OFF-ST-10004950,67.136,4,0.2,-0.8392
7290,CA-2019-153661,30/1/2019,First Class,SC-20725,Steven Cartwright,Email,United States,San Francisco,California,94122,West,Power Muesli,Steel Cut,OFF-ST-10000675,305.01,9,0,76.2525
7298,CA-2018-101126,10/2/2018,Second Class,NB-18655,Nona Balk,Sales,United States,Philadelphia,Pennsylvania,19143,East,Power Muesli,Steel Cut,OFF-ST-10000943,77.24,5,0.2,7.724
7303,CA-2017-163468,18/11/2017,First Class,JK-15730,Joe Kamberova,Email,United States,Des Plaines,Illinois,60016,Central,Power Muesli,Steel Cut,OFF-ST-10000025,381.72,5,0.2,-66.801
7330,US-2017-131275,18/3/2017,Standard Class,SC-20050,Sample Company A,Facebook,United States,Burbank,California,91505,West,Power Muesli,Steel Cut,OFF-ST-10000078,1856.19,7,0,334.1142
7338,CA-2020-165155,21/9/2020,First Class,BM-11575,Brendan Murry,Sales,United States,Los Angeles,California,90045,West,Power Muesli,Steel Cut,OFF-ST-10004950,15.51,1,0,3.8775
7344,CA-2017-168473,26/12/2017,Standard Class,TB-21520,Tracy Blumstein,Email,United States,New York City,New York,10009,East,Power Muesli,Steel Cut,OFF-ST-10000563,191.88,6,0,19.188
7367,CA-2019-127243,28/11/2019,Standard Class,DS-13180,David Smith,Sales,United States,Philadelphia,Pennsylvania,19140,East,Power Muesli,Steel Cut,OFF-ST-10002301,32.544,2,0.2,-7.7292
7372,US-2020-123862,7/1/2020,Second Class,JF-15190,Jamie Frazer,Email,United States,Long Beach,California,90805,West,Power Muesli,Steel Cut,OFF-ST-10000760,153.78,11,0,44.5962
7373,US-2020-123862,7/1/2020,Second Class,JF-15190,Jamie Frazer,Email,United States,Long Beach,California,90805,West,Power Muesli,Steel Cut,OFF-ST-10002301,61.02,3,0,0.6102
7378,CA-2017-132787,19/9/2017,Standard Class,MC-18130,Mike Caudle,Sales,United States,Seattle,Washington,98115,West,Power Muesli,Steel Cut,OFF-ST-10001321,92.52,6,0,24.9804
7380,CA-2019-105732,13/9/2019,Standard Class,AG-10270,Alejandro Grove,Email,United States,Omaha,Nebraska,68104,Central,Power Muesli,Steel Cut,OFF-ST-10000419,40.74,3,0,0.4074
7387,CA-2019-105732,13/9/2019,Standard Class,AG-10270,Alejandro Grove,Email,United States,Omaha,Nebraska,68104,Central,Power Muesli,Steel Cut,OFF-ST-10004340,373.08,6,0,100.7316
7420,US-2019-114013,13/3/2019,Second Class,SC-20770,Stewart Carmichael,Sales,United States,Philadelphia,Pennsylvania,19134,East,Power Muesli,Steel Cut,OFF-ST-10002574,552.56,5,0.2,-138.14
7422,US-2019-114013,13/3/2019,Second Class,SC-20770,Stewart Carmichael,Sales,United States,Philadelphia,Pennsylvania,19134,East,Power Muesli,Steel Cut,OFF-ST-10003641,126.08,2,0.2,-28.368
7444,CA-2017-109932,9/12/2017,First Class,VP-21760,Victoria Pisteka,Sales,United States,Brownsville,Texas,78521,Central,Power Muesli,Steel Cut,OFF-ST-10000036,237.096,3,0.2,20.7459
7456,CA-2019-137743,30/7/2019,Standard Class,KH-16360,Katherine Hughes,Email,United States,Chicago,Illinois,60623,Central,Power Muesli,Steel Cut,OFF-ST-10001780,1036.624,2,0.2,51.8312
7466,CA-2019-103709,8/9/2019,Standard Class,LP-17095,Liz Preis,Email,United States,Visalia,California,93277,West,Power Muesli,Steel Cut,OFF-ST-10001272,261.74,2,0,65.435
7472,CA-2018-100734,15/9/2018,Standard Class,AC-10615,Ann Chong,Sales,United States,Philadelphia,Pennsylvania,19143,East,Power Muesli,Steel Cut,OFF-ST-10001522,147.184,2,0.2,-29.4368
7508,CA-2017-115889,2/11/2017,Standard Class,SH-20395,Shahid Hopkins,Email,United States,San Francisco,California,94122,West,Power Muesli,Steel Cut,OFF-ST-10003208,362.92,2,0,105.2468
7511,US-2020-161935,14/7/2020,Standard Class,JL-15835,John Lee,Email,United States,Columbus,Ohio,43229,East,Power Muesli,Steel Cut,OFF-ST-10003455,62.04,5,0.2,4.653
7513,US-2020-161935,14/7/2020,Standard Class,JL-15835,John Lee,Email,United States,Columbus,Ohio,43229,East,Power Muesli,Steel Cut,OFF-ST-10001837,239.456,7,0.2,17.9592
7519,US-2020-167920,9/12/2020,Second Class,JL-15835,John Lee,Email,United States,Richmond,Kentucky,40475,South,Power Muesli,Steel Cut,OFF-ST-10004963,15.14,1,0,0.6056
7539,US-2020-112347,2/12/2020,Standard Class,BS-11380,Bill Stewart,Sales,United States,Denver,Colorado,80219,West,Power Muesli,Steel Cut,OFF-ST-10003306,114.288,1,0.2,12.8574
7572,CA-2017-100916,21/10/2017,Standard Class,FH-14275,Frank Hawley,Sales,United States,Newport News,Virginia,23602,South,Power Muesli,Steel Cut,OFF-ST-10003479,194.7,5,0,9.735
7575,CA-2018-129532,8/12/2018,Standard Class,YS-21880,Yana Sorensen,Sales,United States,Los Angeles,California,90036,West,Power Muesli,Steel Cut,OFF-ST-10004186,221.96,2,0,4.4392
7582,CA-2018-169656,13/8/2018,First Class,EJ-13720,Ed Jacobs,Email,United States,Philadelphia,Pennsylvania,19143,East,Power Muesli,Steel Cut,OFF-ST-10003816,422.856,3,0.2,15.8571
7607,CA-2019-101791,27/5/2019,Standard Class,BS-11665,Brian Stugart,Email,United States,Chicago,Illinois,60623,Central,Power Muesli,Steel Cut,OFF-ST-10001496,1297.368,9,0.2,97.3026
7608,CA-2020-121195,24/12/2020,First Class,NS-18505,Neola Schneider,Email,United States,Dallas,Texas,75220,Central,Power Muesli,Steel Cut,OFF-ST-10000585,264.32,2,0.2,19.824
7653,CA-2020-110821,7/8/2020,First Class,CK-12205,Chloris Kastensmidt,Email,United States,Dallas,Texas,75081,Central,Power Muesli,Steel Cut,OFF-ST-10002790,118.16,2,0.2,-25.109
7668,US-2019-140158,4/10/2019,Standard Class,DR-12940,Daniel Raglin,Facebook,United States,Providence,Rhode Island,2908,East,Power Muesli,Steel Cut,OFF-ST-10000136,119.1,3,0,34.539
7699,CA-2020-151799,14/12/2020,Standard Class,BF-11170,Ben Ferrer,Facebook,United States,Lawrence,Massachusetts,1841,East,Power Muesli,Steel Cut,OFF-ST-10002790,73.85,1,0,2.2155
7713,CA-2020-139353,28/10/2020,Second Class,JM-15250,Janet Martin,Email,United States,Fayetteville,North Carolina,28314,South,Power Muesli,Steel Cut,OFF-ST-10001522,147.184,2,0.2,-29.4368
7726,CA-2019-113978,25/9/2019,Standard Class,TS-21505,Tony Sayre,Email,United States,Cleveland,Ohio,44105,East,Power Muesli,Steel Cut,OFF-ST-10004963,24.224,2,0.2,-4.8448
7727,CA-2019-113978,25/9/2019,Standard Class,TS-21505,Tony Sayre,Email,United States,Cleveland,Ohio,44105,East,Power Muesli,Steel Cut,OFF-ST-10002574,331.536,3,0.2,-82.884
7750,CA-2018-133242,18/6/2018,Standard Class,KH-16510,Keith Herrera,Email,United States,Arlington,Virginia,22204,South,Power Muesli,Steel Cut,OFF-ST-10003716,450.04,2,0,58.5052
7778,CA-2017-166961,27/12/2017,Standard Class,CD-12790,Cynthia Delaney,Facebook,United States,Moreno Valley,California,92553,West,Power Muesli,Steel Cut,OFF-ST-10004507,51.45,3,0,13.8915
7783,CA-2019-162236,4/11/2019,Second Class,ER-13855,Elpida Rittenbach,Sales,United States,Charlotte,North Carolina,28205,South,Power Muesli,Steel Cut,OFF-ST-10003442,45.248,2,0.2,3.9592
7801,CA-2020-157413,1/6/2020,Standard Class,BW-11065,Barry Weirich,Email,United States,Philadelphia,Pennsylvania,19120,East,Power Muesli,Steel Cut,OFF-ST-10002756,324.744,3,0.2,-77.1267
7804,CA-2018-102260,22/9/2018,Standard Class,SJ-20125,Sanjit Jacobs,Facebook,United States,Franklin,Tennessee,37064,South,Power Muesli,Steel Cut,OFF-ST-10003716,720.064,4,0.2,-63.0056
7805,CA-2018-102260,22/9/2018,Standard Class,SJ-20125,Sanjit Jacobs,Facebook,United States,Franklin,Tennessee,37064,South,Power Muesli,Steel Cut,OFF-ST-10002289,25.424,1,0.2,-4.767
